,date,country,state,confirmed,deaths,recovered,month_year
5582,2020-07-26,Nigeria,Rivers,12,0,172,2020-07
5583,2020-07-26,Nigeria,Sokoto,0,0,0,2020-07
5584,2020-07-26,Nigeria,Taraba,0,0,0,2020-07
5585,2020-07-26,Nigeria,Yobe,0,0,1,2020-07
5586,2020-07-26,Nigeria,Zamfara,0,0,0,2020-07
5587,2020-07-27,Nigeria,Abia,9,1,0,2020-07
5588,2020-07-27,Nigeria,Adamawa,0,0,0,2020-07
5589,2020-07-27,Nigeria,Akwa Ibom,0,0,0,2020-07
5590,2020-07-27,Nigeria,Anambra,0,0,0,2020-07
5591,2020-07-27,Nigeria,Bauchi,1,0,0,2020-07
5592,2020-07-27,Nigeria,Bayelsa,0,0,13,2020-07
5593,2020-07-27,Nigeria,Benue,9,0,5,2020-07
5594,2020-07-27,Nigeria,Borno,1,0,0,2020-07
5595,2020-07-27,Nigeria,Cross River,0,0,0,2020-07
5596,2020-07-27,Nigeria,Delta,9,0,584,2020-07
5597,2020-07-27,Nigeria,Ebonyi,0,0,0,2020-07
5598,2020-07-27,Nigeria,Edo,17,0,25,2020-07
5599,2020-07-27,Nigeria,Ekiti,11,0,0,2020-07
5600,2020-07-27,Nigeria,Enugu,0,0,0,2020-07
5601,2020-07-27,Nigeria,Federal Capital Territory,44,0,11,2020-07
5602,2020-07-27,Nigeria,Gombe,3,0,0,2020-07
5603,2020-07-27,Nigeria,Imo,1,0,8,2020-07
5604,2020-07-27,Nigeria,Jigawa,0,0,0,2020-07
5605,2020-07-27,Nigeria,Kaduna,21,0,13,2020-07
5606,2020-07-27,Nigeria,Kano,9,0,30,2020-07
5607,2020-07-27,Nigeria,Katsina,0,0,0,2020-07
5608,2020-07-27,Nigeria,Kebbi,0,0,0,2020-07
5609,2020-07-27,Nigeria,Kogi,0,0,0,2020-07
5610,2020-07-27,Nigeria,Kwara,38,0,9,2020-07
5611,2020-07-27,Nigeria,Lagos,180,0,17,2020-07
5612,2020-07-27,Nigeria,Nasarawa,0,0,0,2020-07
5613,2020-07-27,Nigeria,Niger,7,0,0,2020-07
5614,2020-07-27,Nigeria,Ogun,17,0,22,2020-07
5615,2020-07-27,Nigeria,Osun,20,1,0,2020-07
5616,2020-07-27,Nigeria,Ondo,42,0,0,2020-07
5617,2020-07-27,Nigeria,Oyo,29,0,37,2020-07
5618,2020-07-27,Nigeria,Plateau,148,0,0,2020-07
5619,2020-07-27,Nigeria,Rivers,32,0,55,2020-07
5620,2020-07-27,Nigeria,Sokoto,0,0,0,2020-07
5621,2020-07-27,Nigeria,Taraba,0,0,0,2020-07
5622,2020-07-27,Nigeria,Yobe,0,0,0,2020-07
5623,2020-07-27,Nigeria,Zamfara,0,0,0,2020-07
5624,2020-07-28,Nigeria,Abia,0,0,0,2020-07
5625,2020-07-28,Nigeria,Adamawa,0,0,0,2020-07
5626,2020-07-28,Nigeria,Akwa Ibom,0,0,0,2020-07
5627,2020-07-28,Nigeria,Anambra,0,0,0,2020-07
5628,2020-07-28,Nigeria,Bauchi,0,0,2,2020-07
5629,2020-07-28,Nigeria,Bayelsa,0,0,0,2020-07
5630,2020-07-28,Nigeria,Benue,0,0,0,2020-07
5631,2020-07-28,Nigeria,Borno,0,0,2,2020-07
5632,2020-07-28,Nigeria,Cross River,0,0,0,2020-07
5633,2020-07-28,Nigeria,Delta,10,2,39,2020-07
5634,2020-07-28,Nigeria,Ebonyi,17,0,16,2020-07
5635,2020-07-28,Nigeria,Edo,28,2,150,2020-07
5636,2020-07-28,Nigeria,Ekiti,0,0,0,2020-07
5637,2020-07-28,Nigeria,Enugu,28,1,0,2020-07
5638,2020-07-28,Nigeria,Federal Capital Territory,35,0,13,2020-07
5639,2020-07-28,Nigeria,Gombe,33,0,0,2020-07
5640,2020-07-28,Nigeria,Imo,0,0,1,2020-07
5641,2020-07-28,Nigeria,Jigawa,0,0,0,2020-07
5642,2020-07-28,Nigeria,Kaduna,4,0,23,2020-07
5643,2020-07-28,Nigeria,Kano,37,0,23,2020-07
5644,2020-07-28,Nigeria,Katsina,9,0,8,2020-07
5645,2020-07-28,Nigeria,Kebbi,0,0,0,2020-07
5646,2020-07-28,Nigeria,Kogi,0,0,0,2020-07
5647,2020-07-28,Nigeria,Kwara,0,0,0,2020-07
5648,2020-07-28,Nigeria,Lagos,212,0,25,2020-07
5649,2020-07-28,Nigeria,Nasarawa,2,0,110,2020-07
5650,2020-07-28,Nigeria,Niger,49,0,0,2020-07
5651,2020-07-28,Nigeria,Ogun,8,0,14,2020-07
5652,2020-07-28,Nigeria,Osun,37,0,6,2020-07
5653,2020-07-28,Nigeria,Ondo,5,0,100,2020-07
5654,2020-07-28,Nigeria,Oyo,69,3,2,2020-07
5655,2020-07-28,Nigeria,Plateau,34,0,23,2020-07
5656,2020-07-28,Nigeria,Rivers,7,0,4,2020-07
5657,2020-07-28,Nigeria,Sokoto,0,0,0,2020-07
5658,2020-07-28,Nigeria,Taraba,0,0,0,2020-07
5659,2020-07-28,Nigeria,Yobe,0,0,0,2020-07
5660,2020-07-28,Nigeria,Zamfara,0,0,0,2020-07
5661,2020-07-29,Nigeria,Abia,0,0,0,2020-07
5662,2020-07-29,Nigeria,Adamawa,0,0,0,2020-07
5663,2020-07-29,Nigeria,Akwa Ibom,0,0,0,2020-07
5664,2020-07-29,Nigeria,Anambra,3,0,0,2020-07
5665,2020-07-29,Nigeria,Bauchi,0,0,0,2020-07
5666,2020-07-29,Nigeria,Bayelsa,0,0,13,2020-07
5667,2020-07-29,Nigeria,Benue,0,0,0,2020-07
5668,2020-07-29,Nigeria,Borno,1,0,0,2020-07
5669,2020-07-29,Nigeria,Cross River,5,0,0,2020-07
5670,2020-07-29,Nigeria,Delta,3,0,0,2020-07
5671,2020-07-29,Nigeria,Ebonyi,9,0,0,2020-07
5672,2020-07-29,Nigeria,Edo,29,0,100,2020-07
5673,2020-07-29,Nigeria,Ekiti,8,0,0,2020-07
5674,2020-07-29,Nigeria,Enugu,21,0,0,2020-07
5675,2020-07-29,Nigeria,Federal Capital Territory,54,1,7,2020-07
5676,2020-07-29,Nigeria,Gombe,0,0,3,2020-07
5677,2020-07-29,Nigeria,Imo,2,0,2,2020-07
5678,2020-07-29,Nigeria,Jigawa,0,0,0,2020-07
5679,2020-07-29,Nigeria,Kaduna,6,0,30,2020-07
5680,2020-07-29,Nigeria,Kano,18,0,0,2020-07
5681,2020-07-29,Nigeria,Katsina,0,0,0,2020-07
5682,2020-07-29,Nigeria,Kebbi,0,0,0,2020-07
5683,2020-07-29,Nigeria,Kogi,0,0,0,2020-07
5684,2020-07-29,Nigeria,Kwara,4,3,2,2020-07
5685,2020-07-29,Nigeria,Lagos,106,0,14,2020-07
5686,2020-07-29,Nigeria,Nasarawa,2,0,0,2020-07
5687,2020-07-29,Nigeria,Niger,0,0,0,2020-07
5688,2020-07-29,Nigeria,Ogun,10,0,0,2020-07
5689,2020-07-29,Nigeria,Osun,0,0,9,2020-07
5690,2020-07-29,Nigeria,Ondo,15,1,0,2020-07
5691,2020-07-29,Nigeria,Oyo,20,0,23,2020-07
5692,2020-07-29,Nigeria,Plateau,40,0,0,2020-07
5693,2020-07-29,Nigeria,Rivers,48,0,37,2020-07
5694,2020-07-29,Nigeria,Sokoto,0,0,0,2020-07
5695,2020-07-29,Nigeria,Taraba,0,0,0,2020-07
5696,2020-07-29,Nigeria,Yobe,0,0,0,2020-07
5697,2020-07-29,Nigeria,Zamfara,0,0,0,2020-07
5698,2020-07-30,Nigeria,Abia,0,0,0,2020-07
5699,2020-07-30,Nigeria,Adamawa,0,0,0,2020-07
5700,2020-07-30,Nigeria,Akwa Ibom,0,0,0,2020-07
5701,2020-07-30,Nigeria,Anambra,0,0,0,2020-07
5702,2020-07-30,Nigeria,Bauchi,2,0,0,2020-07
5703,2020-07-30,Nigeria,Bayelsa,1,0,0,2020-07
5704,2020-07-30,Nigeria,Benue,0,0,0,2020-07
5705,2020-07-30,Nigeria,Borno,0,0,8,2020-07
5706,2020-07-30,Nigeria,Cross River,0,0,0,2020-07
5707,2020-07-30,Nigeria,Delta,15,1,102,2020-07
5708,2020-07-30,Nigeria,Ebonyi,0,0,0,2020-07
5709,2020-07-30,Nigeria,Edo,44,2,14,2020-07
5710,2020-07-30,Nigeria,Ekiti,0,0,0,2020-07
5711,2020-07-30,Nigeria,Enugu,11,0,0,2020-07
5712,2020-07-30,Nigeria,Federal Capital Territory,96,0,34,2020-07
5713,2020-07-30,Nigeria,Gombe,0,0,0,2020-07
5714,2020-07-30,Nigeria,Imo,0,0,0,2020-07
5715,2020-07-30,Nigeria,Jigawa,0,0,0,2020-07
5716,2020-07-30,Nigeria,Kaduna,7,0,35,2020-07
5717,2020-07-30,Nigeria,Kano,7,0,0,2020-07
5718,2020-07-30,Nigeria,Katsina,0,0,0,2020-07
5719,2020-07-30,Nigeria,Kebbi,0,0,0,2020-07
5720,2020-07-30,Nigeria,Kogi,0,0,0,2020-07
5721,2020-07-30,Nigeria,Kwara,0,0,0,2020-07
5722,2020-07-30,Nigeria,Lagos,89,0,2,2020-07
5723,2020-07-30,Nigeria,Nasarawa,0,0,0,2020-07
5724,2020-07-30,Nigeria,Niger,0,0,0,2020-07
5725,2020-07-30,Nigeria,Ogun,49,0,7,2020-07
5726,2020-07-30,Nigeria,Osun,23,1,2,2020-07
5727,2020-07-30,Nigeria,Ondo,0,1,0,2020-07
5728,2020-07-30,Nigeria,Oyo,25,0,49,2020-07
5729,2020-07-30,Nigeria,Plateau,68,0,0,2020-07
5730,2020-07-30,Nigeria,Rivers,43,0,13,2020-07
5731,2020-07-30,Nigeria,Sokoto,0,0,0,2020-07
5732,2020-07-30,Nigeria,Taraba,0,0,0,2020-07
5733,2020-07-30,Nigeria,Yobe,1,0,0,2020-07
5734,2020-07-30,Nigeria,Zamfara,0,0,0,2020-07
5735,2020-07-31,Nigeria,Abia,0,0,0,2020-07
5736,2020-07-31,Nigeria,Adamawa,23,0,0,2020-07
5737,2020-07-31,Nigeria,Akwa Ibom,0,0,0,2020-07
5738,2020-07-31,Nigeria,Anambra,0,0,0,2020-07
5739,2020-07-31,Nigeria,Bauchi,19,0,2,2020-07
5740,2020-07-31,Nigeria,Bayelsa,0,0,2,2020-07
5741,2020-07-31,Nigeria,Benue,0,0,0,2020-07
5742,2020-07-31,Nigeria,Borno,0,0,0,2020-07
5743,2020-07-31,Nigeria,Cross River,0,0,0,2020-07
5744,2020-07-31,Nigeria,Delta,9,0,0,2020-07
5745,2020-07-31,Nigeria,Ebonyi,0,0,0,2020-07
5746,2020-07-31,Nigeria,Edo,7,1,102,2020-07
5747,2020-07-31,Nigeria,Ekiti,0,0,0,2020-07
5748,2020-07-31,Nigeria,Enugu,6,0,0,2020-07
5749,2020-07-31,Nigeria,Federal Capital Territory,93,0,4,2020-07
5750,2020-07-31,Nigeria,Gombe,0,0,0,2020-07
5751,2020-07-31,Nigeria,Imo,0,0,0,2020-07
5752,2020-07-31,Nigeria,Jigawa,0,0,0,2020-07
5753,2020-07-31,Nigeria,Kaduna,54,0,35,2020-07
5754,2020-07-31,Nigeria,Kano,6,0,0,2020-07
5755,2020-07-31,Nigeria,Katsina,0,0,0,2020-07
5756,2020-07-31,Nigeria,Kebbi,0,0,0,2020-07
5757,2020-07-31,Nigeria,Kogi,0,0,0,2020-07
5758,2020-07-31,Nigeria,Kwara,0,0,0,2020-07
5759,2020-07-31,Nigeria,Lagos,78,0,3,2020-07
5760,2020-07-31,Nigeria,Nasarawa,5,0,0,2020-07
5761,2020-07-31,Nigeria,Niger,0,0,0,2020-07
5762,2020-07-31,Nigeria,Ogun,9,0,20,2020-07
5763,2020-07-31,Nigeria,Osun,1,0,35,2020-07
5764,2020-07-31,Nigeria,Ondo,32,0,0,2020-07
5765,2020-07-31,Nigeria,Oyo,47,0,27,2020-07
5766,2020-07-31,Nigeria,Plateau,64,0,50,2020-07
5767,2020-07-31,Nigeria,Rivers,9,0,15,2020-07
5768,2020-07-31,Nigeria,Sokoto,0,0,0,2020-07
5769,2020-07-31,Nigeria,Taraba,0,0,0,2020-07
5770,2020-07-31,Nigeria,Yobe,0,0,0,2020-07
5771,2020-07-31,Nigeria,Zamfara,0,0,0,2020-07
5772,2020-08-01,Nigeria,Abia,6,0,45,2020-08
5773,2020-08-01,Nigeria,Adamawa,1,0,0,2020-08
5774,2020-08-01,Nigeria,Akwa Ibom,0,0,29,2020-08
5775,2020-08-01,Nigeria,Anambra,0,0,0,2020-08
5776,2020-08-01,Nigeria,Bauchi,0,0,0,2020-08
5777,2020-08-01,Nigeria,Bayelsa,11,0,0,2020-08
5778,2020-08-01,Nigeria,Benue,0,0,0,2020-08
5779,2020-08-01,Nigeria,Borno,0,0,0,2020-08
5780,2020-08-01,Nigeria,Cross River,0,0,0,2020-08
5781,2020-08-01,Nigeria,Delta,0,0,0,2020-08
5782,2020-08-01,Nigeria,Ebonyi,11,1,122,2020-08
5783,2020-08-01,Nigeria,Edo,8,1,42,2020-08
5784,2020-08-01,Nigeria,Ekiti,9,0,10,2020-08
5785,2020-08-01,Nigeria,Enugu,14,0,0,2020-08
5786,2020-08-01,Nigeria,Federal Capital Territory,130,0,20,2020-08
5787,2020-08-01,Nigeria,Gombe,0,0,0,2020-08
5788,2020-08-01,Nigeria,Imo,1,0,17,2020-08
5789,2020-08-01,Nigeria,Jigawa,0,0,0,2020-08
5790,2020-08-01,Nigeria,Kaduna,0,0,0,2020-08
5791,2020-08-01,Nigeria,Kano,0,0,0,2020-08
5792,2020-08-01,Nigeria,Katsina,3,0,0,2020-08
5793,2020-08-01,Nigeria,Kebbi,0,0,0,2020-08
5794,2020-08-01,Nigeria,Kogi,0,0,0,2020-08
5795,2020-08-01,Nigeria,Kwara,0,0,0,2020-08
5796,2020-08-01,Nigeria,Lagos,65,0,0,2020-08
5797,2020-08-01,Nigeria,Nasarawa,12,0,0,2020-08
5798,2020-08-01,Nigeria,Niger,0,0,0,2020-08
5799,2020-08-01,Nigeria,Ogun,3,0,45,2020-08
5800,2020-08-01,Nigeria,Osun,29,0,5,2020-08
5801,2020-08-01,Nigeria,Ondo,37,1,100,2020-08
5802,2020-08-01,Nigeria,Oyo,8,0,51,2020-08
5803,2020-08-01,Nigeria,Plateau,23,0,15,2020-08
5804,2020-08-01,Nigeria,Rivers,15,1,21,2020-08
5805,2020-08-01,Nigeria,Sokoto,0,0,0,2020-08
5806,2020-08-01,Nigeria,Taraba,0,0,0,2020-08
5807,2020-08-01,Nigeria,Yobe,0,0,0,2020-08
5808,2020-08-01,Nigeria,Zamfara,0,0,0,2020-08
5809,2020-08-02,Nigeria,Abia,31,0,0,2020-08
5810,2020-08-02,Nigeria,Adamawa,0,1,0,2020-08
5811,2020-08-02,Nigeria,Akwa Ibom,0,0,0,2020-08
5812,2020-08-02,Nigeria,Anambra,0,0,0,2020-08
5813,2020-08-02,Nigeria,Bauchi,0,0,0,2020-08
5814,2020-08-02,Nigeria,Bayelsa,0,0,0,2020-08
5815,2020-08-02,Nigeria,Benue,10,1,6,2020-08
5816,2020-08-02,Nigeria,Borno,0,0,0,2020-08
5817,2020-08-02,Nigeria,Cross River,13,1,10,2020-08
5818,2020-08-02,Nigeria,Delta,0,0,0,2020-08
5819,2020-08-02,Nigeria,Ebonyi,12,1,15,2020-08
5820,2020-08-02,Nigeria,Edo,11,1,50,2020-08
5821,2020-08-02,Nigeria,Ekiti,11,0,2,2020-08
5822,2020-08-02,Nigeria,Enugu,0,0,0,2020-08
5823,2020-08-02,Nigeria,Federal Capital Territory,39,0,29,2020-08
5824,2020-08-02,Nigeria,Gombe,5,0,4,2020-08
5825,2020-08-02,Nigeria,Imo,0,0,0,2020-08
5826,2020-08-02,Nigeria,Jigawa,0,0,0,2020-08
5827,2020-08-02,Nigeria,Kaduna,24,0,51,2020-08
5828,2020-08-02,Nigeria,Kano,0,0,0,2020-08
5829,2020-08-02,Nigeria,Katsina,0,0,0,2020-08
5830,2020-08-02,Nigeria,Kebbi,0,0,0,2020-08
5831,2020-08-02,Nigeria,Kogi,0,0,0,2020-08
5832,2020-08-02,Nigeria,Kwara,0,0,0,2020-08
5833,2020-08-02,Nigeria,Lagos,81,0,12,2020-08
5834,2020-08-02,Nigeria,Nasarawa,10,0,0,2020-08
5835,2020-08-02,Nigeria,Niger,0,0,0,2020-08
5836,2020-08-02,Nigeria,Ogun,6,0,11,2020-08
5837,2020-08-02,Nigeria,Osun,0,0,0,2020-08
5838,2020-08-02,Nigeria,Ondo,12,0,0,2020-08
5839,2020-08-02,Nigeria,Oyo,0,0,26,2020-08
5840,2020-08-02,Nigeria,Plateau,16,0,0,2020-08
5841,2020-08-02,Nigeria,Rivers,23,0,5,2020-08
5842,2020-08-02,Nigeria,Sokoto,0,0,0,2020-08
5843,2020-08-02,Nigeria,Taraba,0,0,0,2020-08
5844,2020-08-02,Nigeria,Yobe,0,0,0,2020-08
5845,2020-08-02,Nigeria,Zamfara,0,0,0,2020-08
5846,2020-08-03,Nigeria,Abia,20,0,0,2020-08
5847,2020-08-03,Nigeria,Adamawa,0,0,0,2020-08
5848,2020-08-03,Nigeria,Akwa Ibom,0,0,0,2020-08
5849,2020-08-03,Nigeria,Anambra,0,0,0,2020-08
5850,2020-08-03,Nigeria,Bauchi,1,0,0,2020-08
5851,2020-08-03,Nigeria,Bayelsa,0,0,5,2020-08
5852,2020-08-03,Nigeria,Benue,0,0,0,2020-08
5853,2020-08-03,Nigeria,Borno,0,0,0,2020-08
5854,2020-08-03,Nigeria,Cross River,0,0,0,2020-08
5855,2020-08-03,Nigeria,Delta,10,0,0,2020-08
5856,2020-08-03,Nigeria,Ebonyi,0,0,0,2020-08
5857,2020-08-03,Nigeria,Edo,0,3,92,2020-08
5858,2020-08-03,Nigeria,Ekiti,0,0,0,2020-08
5859,2020-08-03,Nigeria,Enugu,25,0,60,2020-08
5860,2020-08-03,Nigeria,Federal Capital Territory,25,0,17,2020-08
5861,2020-08-03,Nigeria,Gombe,8,0,1,2020-08
5862,2020-08-03,Nigeria,Imo,0,0,3,2020-08
5863,2020-08-03,Nigeria,Jigawa,0,0,0,2020-08
5864,2020-08-03,Nigeria,Kaduna,17,0,21,2020-08
5865,2020-08-03,Nigeria,Kano,0,0,12,2020-08
5866,2020-08-03,Nigeria,Katsina,1,1,0,2020-08
5867,2020-08-03,Nigeria,Kebbi,0,0,0,2020-08
5868,2020-08-03,Nigeria,Kogi,0,0,0,2020-08
5869,2020-08-03,Nigeria,Kwara,33,2,45,2020-08
5870,2020-08-03,Nigeria,Lagos,88,0,10946,2020-08
5871,2020-08-03,Nigeria,Nasarawa,0,0,0,2020-08
5872,2020-08-03,Nigeria,Niger,0,0,0,2020-08
5873,2020-08-03,Nigeria,Ogun,4,1,25,2020-08
5874,2020-08-03,Nigeria,Osun,27,0,23,2020-08
5875,2020-08-03,Nigeria,Ondo,0,0,0,2020-08
5876,2020-08-03,Nigeria,Oyo,3,1,33,2020-08
5877,2020-08-03,Nigeria,Plateau,13,0,1,2020-08
5878,2020-08-03,Nigeria,Rivers,13,0,17,2020-08
5879,2020-08-03,Nigeria,Sokoto,0,0,0,2020-08
5880,2020-08-03,Nigeria,Taraba,0,0,0,2020-08
5881,2020-08-03,Nigeria,Yobe,0,0,0,2020-08
5882,2020-08-03,Nigeria,Zamfara,0,0,0,2020-08
5883,2020-08-04,Nigeria,Abia,0,0,0,2020-08
5884,2020-08-04,Nigeria,Adamawa,12,1,0,2020-08
5885,2020-08-04,Nigeria,Akwa Ibom,0,0,0,2020-08
5886,2020-08-04,Nigeria,Anambra,0,0,0,2020-08
5887,2020-08-04,Nigeria,Bauchi,4,0,1,2020-08
5888,2020-08-04,Nigeria,Bayelsa,3,0,2,2020-08
5889,2020-08-04,Nigeria,Benue,0,0,0,2020-08
5890,2020-08-04,Nigeria,Borno,15,0,0,2020-08
5891,2020-08-04,Nigeria,Cross River,0,0,0,2020-08
5892,2020-08-04,Nigeria,Delta,9,0,0,2020-08
5893,2020-08-04,Nigeria,Ebonyi,0,0,0,2020-08
5894,2020-08-04,Nigeria,Edo,6,3,33,2020-08
5895,2020-08-04,Nigeria,Ekiti,0,0,1,2020-08
5896,2020-08-04,Nigeria,Enugu,0,0,0,2020-08
5897,2020-08-04,Nigeria,Federal Capital Territory,90,2,1,2020-08
5898,2020-08-04,Nigeria,Gombe,0,0,0,2020-08
5899,2020-08-04,Nigeria,Imo,0,0,0,2020-08
5900,2020-08-04,Nigeria,Jigawa,0,0,0,2020-08
5901,2020-08-04,Nigeria,Kaduna,0,0,40,2020-08
5902,2020-08-04,Nigeria,Kano,1,0,0,2020-08
5903,2020-08-04,Nigeria,Katsina,0,0,0,2020-08
5904,2020-08-04,Nigeria,Kebbi,0,0,0,2020-08
5905,2020-08-04,Nigeria,Kogi,0,0,0,2020-08
5906,2020-08-04,Nigeria,Kwara,4,0,15,2020-08
5907,2020-08-04,Nigeria,Lagos,59,0,0,2020-08
5908,2020-08-04,Nigeria,Nasarawa,2,0,0,2020-08
5909,2020-08-04,Nigeria,Niger,3,0,0,2020-08
5910,2020-08-04,Nigeria,Ogun,4,0,11,2020-08
5911,2020-08-04,Nigeria,Osun,4,1,6,2020-08
5912,2020-08-04,Nigeria,Ondo,39,2,1,2020-08
5913,2020-08-04,Nigeria,Oyo,11,0,2,2020-08
5914,2020-08-04,Nigeria,Plateau,3,1,63,2020-08
5915,2020-08-04,Nigeria,Rivers,17,0,22,2020-08
5916,2020-08-04,Nigeria,Sokoto,0,0,0,2020-08
5917,2020-08-04,Nigeria,Taraba,18,4,44,2020-08
5918,2020-08-04,Nigeria,Yobe,0,0,0,2020-08
5919,2020-08-04,Nigeria,Zamfara,0,0,0,2020-08
5920,2020-08-05,Nigeria,Abia,23,0,46,2020-08
5921,2020-08-05,Nigeria,Adamawa,0,0,0,2020-08
5922,2020-08-05,Nigeria,Akwa Ibom,0,0,0,2020-08
5923,2020-08-05,Nigeria,Anambra,7,6,8,2020-08
5924,2020-08-05,Nigeria,Bauchi,3,0,0,2020-08
5925,2020-08-05,Nigeria,Bayelsa,0,0,4,2020-08
5926,2020-08-05,Nigeria,Benue,0,0,0,2020-08
5927,2020-08-05,Nigeria,Borno,0,0,0,2020-08
5928,2020-08-05,Nigeria,Cross River,10,4,5,2020-08
5929,2020-08-05,Nigeria,Delta,12,0,0,2020-08
5930,2020-08-05,Nigeria,Ebonyi,11,0,60,2020-08
5931,2020-08-05,Nigeria,Edo,11,3,30,2020-08
5932,2020-08-05,Nigeria,Ekiti,1,0,6,2020-08
5933,2020-08-05,Nigeria,Enugu,34,0,0,2020-08
5934,2020-08-05,Nigeria,Federal Capital Territory,76,1,21,2020-08
5935,2020-08-05,Nigeria,Gombe,0,0,0,2020-08
5936,2020-08-05,Nigeria,Imo,3,0,8,2020-08
5937,2020-08-05,Nigeria,Jigawa,0,0,0,2020-08
5938,2020-08-05,Nigeria,Kaduna,9,0,9,2020-08
5939,2020-08-05,Nigeria,Kano,1,0,5,2020-08
5940,2020-08-05,Nigeria,Katsina,0,0,0,2020-08
5941,2020-08-05,Nigeria,Kebbi,0,1,3,2020-08
5942,2020-08-05,Nigeria,Kogi,0,0,0,2020-08
5943,2020-08-05,Nigeria,Kwara,10,0,69,2020-08
5944,2020-08-05,Nigeria,Lagos,137,0,0,2020-08
5945,2020-08-05,Nigeria,Nasarawa,2,0,0,2020-08
5946,2020-08-05,Nigeria,Niger,0,0,0,2020-08
5947,2020-08-05,Nigeria,Ogun,5,0,10,2020-08
5948,2020-08-05,Nigeria,Osun,2,0,0,2020-08
5949,2020-08-05,Nigeria,Ondo,0,0,2,2020-08
5950,2020-08-05,Nigeria,Oyo,25,2,4,2020-08
5951,2020-08-05,Nigeria,Plateau,40,0,0,2020-08
5952,2020-08-05,Nigeria,Rivers,35,0,24,2020-08
5953,2020-08-05,Nigeria,Sokoto,0,0,0,2020-08
5954,2020-08-05,Nigeria,Taraba,0,0,0,2020-08
5955,2020-08-05,Nigeria,Yobe,0,0,0,2020-08
5956,2020-08-05,Nigeria,Zamfara,0,0,0,2020-08
5957,2020-08-06,Nigeria,Abia,0,0,0,2020-08
5958,2020-08-06,Nigeria,Adamawa,0,0,0,2020-08
5959,2020-08-06,Nigeria,Akwa Ibom,13,1,21,2020-08
5960,2020-08-06,Nigeria,Anambra,0,0,0,2020-08
5961,2020-08-06,Nigeria,Bauchi,6,0,0,2020-08
5962,2020-08-06,Nigeria,Bayelsa,0,0,0,2020-08
5963,2020-08-06,Nigeria,Benue,0,0,0,2020-08
5964,2020-08-06,Nigeria,Borno,6,0,0,2020-08
5965,2020-08-06,Nigeria,Cross River,0,0,9,2020-08
5966,2020-08-06,Nigeria,Delta,16,0,45,2020-08
5967,2020-08-06,Nigeria,Ebonyi,19,0,0,2020-08
5968,2020-08-06,Nigeria,Edo,12,0,26,2020-08
5969,2020-08-06,Nigeria,Ekiti,6,0,2,2020-08
5970,2020-08-06,Nigeria,Enugu,0,0,0,2020-08
5971,2020-08-06,Nigeria,Federal Capital Territory,78,0,21,2020-08
5972,2020-08-06,Nigeria,Gombe,0,0,0,2020-08
5973,2020-08-06,Nigeria,Imo,0,1,0,2020-08
5974,2020-08-06,Nigeria,Jigawa,0,0,0,2020-08
5975,2020-08-06,Nigeria,Kaduna,23,0,38,2020-08
5976,2020-08-06,Nigeria,Kano,9,0,16,2020-08
5977,2020-08-06,Nigeria,Katsina,0,0,0,2020-08
5978,2020-08-06,Nigeria,Kebbi,0,0,0,2020-08
5979,2020-08-06,Nigeria,Kogi,0,0,0,2020-08
5980,2020-08-06,Nigeria,Kwara,15,0,0,2020-08
5981,2020-08-06,Nigeria,Lagos,76,0,13,2020-08
5982,2020-08-06,Nigeria,Nasarawa,17,0,0,2020-08
5983,2020-08-06,Nigeria,Niger,0,0,0,2020-08
5984,2020-08-06,Nigeria,Ogun,12,0,7,2020-08
5985,2020-08-06,Nigeria,Osun,0,0,0,2020-08
5986,2020-08-06,Nigeria,Ondo,0,0,0,2020-08
5987,2020-08-06,Nigeria,Oyo,18,1,0,2020-08
5988,2020-08-06,Nigeria,Plateau,11,0,0,2020-08
5989,2020-08-06,Nigeria,Rivers,17,0,64,2020-08
5990,2020-08-06,Nigeria,Sokoto,0,0,0,2020-08
5991,2020-08-06,Nigeria,Taraba,0,0,0,2020-08
5992,2020-08-06,Nigeria,Yobe,0,0,3,2020-08
5993,2020-08-06,Nigeria,Zamfara,0,0,0,2020-08
5994,2020-08-07,Nigeria,Abia,0,0,0,2020-08
5995,2020-08-07,Nigeria,Adamawa,9,1,1,2020-08
5996,2020-08-07,Nigeria,Akwa Ibom,0,0,0,2020-08
5997,2020-08-07,Nigeria,Anambra,0,0,0,2020-08
5998,2020-08-07,Nigeria,Bauchi,2,1,5,2020-08
5999,2020-08-07,Nigeria,Bayelsa,4,0,13,2020-08
6000,2020-08-07,Nigeria,Benue,0,0,0,2020-08
6001,2020-08-07,Nigeria,Borno,18,0,0,2020-08
6002,2020-08-07,Nigeria,Cross River,0,0,9,2020-08
6003,2020-08-07,Nigeria,Delta,0,0,0,2020-08
6004,2020-08-07,Nigeria,Ebonyi,0,0,0,2020-08
6005,2020-08-07,Nigeria,Edo,27,3,12,2020-08
6006,2020-08-07,Nigeria,Ekiti,0,0,0,2020-08
6007,2020-08-07,Nigeria,Enugu,0,0,0,2020-08
6008,2020-08-07,Nigeria,Federal Capital Territory,60,0,6,2020-08
6009,2020-08-07,Nigeria,Gombe,6,0,1,2020-08
6010,2020-08-07,Nigeria,Imo,4,0,1,2020-08
6011,2020-08-07,Nigeria,Jigawa,0,0,0,2020-08
6012,2020-08-07,Nigeria,Kaduna,20,0,17,2020-08
